,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
2680,21018_6,…and talk about independence?,Assertive Questioning,Are you not going to challenge that?,"[""You're doing the same as Keir Starmer.""]",8,1,8.0,0.0,0.0,0.0,0.0,0.0,Anas Sarwar,Keith Brown,Keith Brown,1,1,2,2,2
2681,23622_3,if we're trying to employ people to come from abroad,Assertive Questioning,Is part of the issue the fact that we haven't been able to secure as many trade deals as we had been promised originally as part of the Brexit campaign,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20211014QT22,AudienceMember 20211014QT22,,2,0,3,3,0
2682,23955_2,This is good news,Assertive Questioning,"as far as the Green Party is concerned, and irrespective of the data you want people to fly less","[""We wouldn't want it imposed in this way obviously "", 'when it comes to the travel industry, I have a lot of sympathy with what Gary I think was saying ', 'we need to be supporting the tourist industry, the travel industry ', 'we need to be supporting them with extended furlough ', 'we need to be making sure the business rates and all of those things are extended as well ', ""It's quite extraordinary the Government extended the restrictions without extending the support to businesses "", ""that's not a reason to open up "", 'the Greens do not want people to be flying as much as they do ', 'want to do it in a fair way']",122,9,13.555555555555555,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,Fiona Bruce,Fiona Bruce,Caroline Lucas,2,1,1,1,2
2683,20307_4,You think we should close the borders to all countries,Assertive Questioning,We are far too late and just completely wrong,"[""I don't understand how 600,000 people a month can be coming into this country on business""]",16,1,16.0,0.0,0.0,0.0,1.0,0.0,Fiona Bruce,Jim Unknown,Jim Unknown,1,1,1,3,3
2684,22644_2,Do you want to just outline that for us,Assertive Questioning,there would be huge risks to doing it,"['they put some red lines in place in NATO to ensure that the situation is not going to escalate ', ""they don't want to do is for any NATO troops or aircraft to come into contact or combat with Russian forces""]",44,2,22.0,0.0,0.5,1.0,0.0,0.0,Fiona Bruce,Penny Mordaunt,Penny Mordaunt,1,1,1,2,2
2685,25383_3,Are we in the United Kingdom going to let them stand alone,Assertive Questioning,My question really is to those of you with political power: are we going to let them stand alone,"[""just because the situation now is tragic, and because we didn't achieve everything that we wanted to achieve, it doesn't mean to say we achieved nothing "", 'we did achieve a generation of young women who have had the opportunity to learn ', 'we do absolutely need to work to protect those gains, and fragile as they are, and that means working with the countries in the immediate vicinity around Afghanistan ', 'that means working with countries that have a degree of influence over the Taliban ', 'That is about making it absolutely clear that we are not just going to walk away from applying leverage, and applying pressure, and trying to make this situation as good as it can be']",130,5,26.0,0.2,0.0,0.0,0.4,0.0,AudienceMember 20210902QT28,AudienceMember 20210902QT28,James Cleverly,2,1,3,3,2
2686,19146_2,"He doesn’t seem like one to me, but how would I know?",Assertive Questioning,"whether Jeremy is an anti-Semite or what, how would I know that?",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bonnie Greer,Bonnie Greer,,2,0,2,2,0
2687,19155_2,how are you going to change the culture within the party from here on in,Assertive Questioning,is any legal action going to be taken against anyone in the Labour party,"['since Keir Starmer became the leader we’ve had, I think it’s up nearly up to around 300 cases in our complaints system ', 'that’s more than in the whole of 2019 ', 'Keir has been trying to make progress on individuals being held to account since he became leader']",58,3,19.33333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Nick Thomas-Symonds,2,1,1,1,2
2688,23766_2,This is a fund you were keen to bring up,Assertive Questioning,I hope you know very much that we will be able to support Natalie and many others in the weeks and months to come,"['The impact of the bill going through for people like Natalie and the hundreds of thousands of leaseholdsers is devastating ', 'I was on the committee last summer ', 'I joined the committee that was scrutinising this piece of legislation ', 'I introduced the principle that leaseholders should not have to pay for fire safety defects that are not of their making ', 'Liberal Democrats have stood with leaseholders from the very start to the very end ', 'last night we were the ones who pushed the amendment again']",86,6,14.333333333333334,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,Fiona Bruce,Anne-Marie Trevelyan,Daisy Cooper,1,1,1,2,2
2689,18467_2,has the Prime Minister ever said that he regretted using those terms,Assertive Questioning,lots of things that they would come to regret,"['I can’t speak for him about what might have been written 15 or so years ago ', 'I’ve got to judge the person on his actions as an elected politician ', 'and what I’ve seen is somebody who absolutely understands the challenges we face ', 'accepts them ', 'faces up to them ', 'wants to do something about them']",58,6,9.666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,Fiona Bruce,Robert Buckland,Robert Buckland,1,1,1,2,2
2690,20987_2,isn't that enough,Assertive Questioning,why don't you answer the question about if there's a majority in parliament,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,John Unknown,John Unknown,,2,0,3,3,0
2691,23808_5,If this was the UK government prepared,Assertive Questioning,"Boris Johnson said today in parliament it is not true to say the UK government was not prepared or didn't foresee this, it was certainly part of the planning",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
2692,23531_1,The House of Commons,Assertive Questioning,that includes wearing a mask in crowded places,[''],1,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Andrew Bowie,,1,0,1,2,0
2693,23049_4,"Should we not be incentivising property owners to modernise, and transform their current properties into residential lettings",Assertive Questioning,we need to build more homes that young people can't afford,"['I come from London ', 'you would be amazed to know, we have the same ', 'What happens in London is that very rich people from abroad buy up ', ""there's a big development around Battersea power station "", 'they have got people who are employed, of a night, going in, turning the lights on, on a computer programme on and off, so they look inhabited ', 'Thousands, thousands of dwellings which have been bought purely as a business investment']",86,6,14.333333333333334,0.0,0.0,0.1666666666666666,0.5,0.0,AudienceMember 20220721QT36,AudienceMember 20220721QT36,Mary Bousted,2,1,3,3,2
2694,19057_1,surely it comes down to communication from the two governments,Assertive Questioning,that doesn’t equate to the clear public opinion polls as to who has handled it better,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Speaker,Audience Speaker,,2,0,3,3,0
2695,22892_1,why shouldn't they be taking a windfall tax,Assertive Questioning,the government takes a hit,"['They do pay more tax ', 'they pay corporation tax at much higher levels than normal companies ', 'they make more profits  ', 'they pay billions extra in tax']",29,4,7.25,0.0,0.0,0.0,0.5,0.25,AudienceMember 20220512QT19,AudienceMember 20220512QT19,Damian Green,2,1,3,3,2
2696,25538_1,why is the infection rate so high in Scotland,Assertive Questioning,"if, as you say, Nicola Sturgeon is acting quickly and her communication skills are good",['You are talking about the R number'],7,1,7.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Kate Forbes,2,1,1,1,2
2697,20885_1,"Vaughan, Scotland's rather outmanoeuvred you, hasn't it",Assertive Questioning,,"[""No, I don't think so "", ""actually this isn't about manoeuvring, that's the problem "", ""If people's pay is just a manoeuvre, that's the wrong lens to look at it""]",34,3,11.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Fiona Bruce,,Vaughan Gething,0,1,1,0,2
2698,23600_3,why couldn't you graduate it to help those people who need it most,Assertive Questioning,why would your party do it then,"['we announced as we arrived in Manchester, £0.5 billion for exactly those people']",13,1,13.0,0.0,0.0,1.0,0.0,2.0,Nick Ferrari,Nick Ferrari,Nadhim Zahawi,2,1,2,2,2
2699,20894_3,Really,Assertive Questioning,No,"['No ', ""think Tim's right "", 'we all benefit by having our young people right at the heart of a democracy ', 'we all gain ', 'I think that the party that will benefit the most is the one that presents the most inspiring vision of the future ', ""and that's up to all of us in the next few weeks "", 'Now I hope that it will be our party ', 'but, you know, none of us should take young people for granted ', ""ultimately I think there is interestingly a very clear pattern, though, isn't there, that independence has the highest support amongst 16 to 24 years old "", ""and I don't think that's any accident, you know""]",119,10,11.9,0.5,0.0,0.5,0.1,0.1,Fiona Bruce,Adam Price,Adam Price,1,1,1,2,2
2700,20885_1,"Vaughan, Scotland's rather outmanoeuvred you, hasn't it",Assertive Questioning,,"[""No, I don't think so "", ""actually this isn't about manoeuvring, that's the problem "", ""If people's pay is just a manoeuvre, that's the wrong lens to look at it""]",34,3,11.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Fiona Bruce,,Vaughan Gething,0,1,1,0,2
2701,21303_1,If you want to have a referendum shouldn't we actually be looking at whether Scottish independence is actually viable,Assertive Questioning,,"['I think the short answer is yes, there is a mandate for a referendum ', 'It would obviously be sensible for that not to be soon ', ""to the people who are intensely interested in whether the Scots can go independent or not, it's not your business "", 'Under international law nations have the right to self-determination ', 'That is not just international law, it was recognised when David Cameron said to the Scots, if you vote for independence you get in independence ', ""It's why Ireland, by the way, is independent and not part of the United Kingdom""]",98,6,16.333333333333332,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,Chris Unknown,,Paul Mason,0,1,3,0,2
2702,21031_2,"it's not an option at all at the moment, is it",Assertive Questioning,That's kind of option A,"[""the Westminster government won't work with us "", 'We would like them to work with us on this ', ""we're not an independent country yet "", ""we're really talking about the UK working together as a whole "", 'they want to show Scotland how good that is']",62,5,12.4,0.2,0.0,0.0,0.0,0.0,Fiona Bruce,Lorna Slater,Lorna Slater,1,1,1,2,2
2703,22823_2,"That sounds to me like you're saying, even though you don't want to get drawn into personalities, that you think the Chancellor's wife should be paying tax on her income here",Assertive Questioning,for a very long time,"['No ', 'it is an old established rule and a very good one, that you should not pay more tax than you are obliged to pay ', ""You're perfectly entitled "", ""It's a very old rule, to fix your tax affairs legally "", 'she has done ', ""I'm not criticising her at all "", 'the rules are wrong']",62,7,8.857142857142858,0.1428571428571428,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,Fiona Bruce,Justin Welby,Justin Welby,1,1,1,2,2
